,Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
319,,Hek293_XO44 / Hek293_control,P78356,P78356,4.67393964278648,4.67393964278648,0.0131390530593599,0.0063345896821598,6,P78356,PIP4K2B,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,PI42B_HUMAN,14,2452.67797021563,25.5267797021563,Hek293_XO44,Hek293_control,"nucleoplasm,autophagosome,endoplasmic reticulum membrane,cytosol,plasma membrane","receptor signaling protein activity,protein binding,ATP binding,1-phosphatidylinositol-4-phosphate 5-kinase activity,1-phosphatidylinositol-5-phosphate 4-kinase activity,protein homodimerization activity,1-phosphatidylinositol-3-phosphate 4-kinase activity","phospholipid metabolic process,phosphatidylinositol biosynthetic process,cell surface receptor signaling pathway,regulation of autophagy,regulation of phosphatidylinositol 3-kinase signaling,phosphatidylinositol phosphorylation,positive regulation of autophagosome assembly"
320,,Hek293_XO44 / Hek293_control,Q9BTU6,Q9BTU6,4.64265587071572,4.64265587071572,0.0048458493857393,0.0048473930979644,6,Q9BTU6,PI4K2A,Phosphatidylinositol 4-kinase type 2-alpha,P4K2A_HUMAN,16,2397.92087060665,24.9792087060665,Hek293_XO44,Hek293_control,"mitochondrion,lysosomal membrane,endosome,trans-Golgi network,cytosol,integral component of plasma membrane,membrane,cell junction,dendrite,synaptic vesicle membrane,intrinsic component of membrane,cytoplasmic vesicle,early endosome membrane,growing cell tip,presynaptic membrane,neuron projection,neuronal cell body,perikaryon,host cell presynaptic membrane,membrane raft,BLOC-1 complex,plasma membrane","magnesium ion binding,1-phosphatidylinositol 4-kinase activity,protein binding,ATP binding,AP-3 adaptor complex binding","basophil degranulation,phosphatidylinositol biosynthetic process,Golgi organization,endosome organization,phosphatidylinositol phosphorylation"
321,,Hek293_XO44 / Hek293_control,P23919,P23919,4.62720787659405,4.62720787659405,0.0035807182083913,0.004776387277119,6,P23919,DTYMK,Thymidylate kinase,KTHY_HUMAN,16,2371.31648994788,24.7131648994788,Hek293_XO44,Hek293_control,"cytoplasm,mitochondrial intermembrane space,mitochondrial matrix,cytosol,mitochondrion,nucleus","thymidylate kinase activity,ATP binding,uridylate kinase activity,nucleoside phosphate kinase activity","dUDP biosynthetic process,dTDP biosynthetic process,dTTP biosynthetic process,cell proliferation,nucleobase-containing small molecule interconversion,response to estrogen,myoblast differentiation,response to cadmium ion,nucleotide phosphorylation,nucleoside monophosphate phosphorylation,cellular response to growth factor stimulus"
322,,Hek293_XO44 / Hek293_control,Q9NRA0,Q9NRA0,4.5783389463035,4.5783389463035,0.0256772976659097,0.0082563206269699,6,Q9NRA0,SPHK2,Sphingosine kinase 2,SPHK2_HUMAN,9,2289.00661978566,23.8900661978566,Hek293_XO44,Hek293_control,"lysosomal membrane,cytosol,membrane,intracellular membrane-bounded organelle","NAD+ kinase activity,protein binding,ATP binding,sphinganine kinase activity,Ras GTPase binding,D-erythro-sphingosine kinase activity,sphingosine-1-phosphate receptor activity","blood vessel development,sphingosine-1-phosphate signaling pathway,sphinganine-1-phosphate biosynthetic process,brain development,female pregnancy,cell proliferation,positive regulation of cell proliferation,sphingolipid biosynthetic process,negative regulation of apoptotic process,sphingosine biosynthetic process,lipid phosphorylation"
323,,Hek293_XO44 / Hek293_control,Q8NDZ4,Q8NDZ4,4.55963468895971,4.55963468895971,0.0004450988396159,0.0030631378678667,6,Q8NDZ4,DIPK2A,Divergent protein kinase domain 2A,DIK2A_HUMAN,11,2258.23353356243,23.5823353356243,Hek293_XO44,Hek293_control,"Golgi membrane,extracellular space,COPI vesicle coat",,"regulation of phosphatidylinositol 3-kinase signaling,cardiac muscle cell proliferation,regulation of signal transduction"
324,,Hek293_XO44 / Hek293_control,P48426,P48426,4.54446511195048,4.54446511195048,0.0006242029113429,0.0035949311038518,6,P48426,PIP4K2A,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,PI42A_HUMAN,6,2233.5672060005,23.335672060005,Hek293_XO44,Hek293_control,"nucleoplasm,autophagosome,cytosol,plasma membrane","protein binding,ATP binding,1-phosphatidylinositol-4-phosphate 5-kinase activity,1-phosphatidylinositol-5-phosphate 4-kinase activity,1-phosphatidylinositol-3-phosphate 4-kinase activity","phospholipid metabolic process,phosphatidylinositol biosynthetic process,regulation of autophagy,regulation of phosphatidylinositol 3-kinase signaling,megakaryocyte development,phosphatidylinositol phosphorylation,positive regulation of autophagosome assembly"
325,,Hek293_XO44 / Hek293_control,P27144,P27144,4.5413731657955,4.5413731657955,8.84830094217941E-07,0.0001612912536805,6,P27144,AK4,"Adenylate kinase 4, mitochondrial",KAD4_HUMAN,7,2228.57132143455,23.2857132143455,Hek293_XO44,Hek293_control,"mitochondrion,mitochondrial matrix,extracellular exosome","adenylate kinase activity,nucleoside diphosphate kinase activity,ATP binding,GTP binding,nucleoside triphosphate adenylate kinase activity,nucleoside phosphate kinase activity","liver development,nucleoside diphosphate phosphorylation,brain development,nucleoside triphosphate biosynthetic process,nucleobase-containing small molecule interconversion,response to drug,AMP metabolic process,ATP metabolic process,GTP metabolic process,nucleoside monophosphate phosphorylation"
326,,Hek293_XO44 / Hek293_control,Q53H12,Q53H12,4.53880582234905,4.53880582234905,0.0042031822168072,0.0048000942400025,6,Q53H12,AGK,"Acylglycerol kinase, mitochondrial",AGK_HUMAN,15,2224.43120448324,23.2443120448324,Hek293_XO44,Hek293_control,"mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,mitochondrial intermembrane space,cytosol,integral component of mitochondrial inner membrane,mitochondrial inner membrane protein insertion complex,intracellular membrane-bounded organelle","ceramide kinase activity,NAD+ kinase activity,diacylglycerol kinase activity,ATP binding,acylglycerol kinase activity","protein import into mitochondrial inner membrane,glycerophospholipid biosynthetic process,ceramide biosynthetic process,lipid phosphorylation"
327,,Hek293_XO44 / Hek293_control,P42356,P42356,4.52509735611106,4.52509735611106,0.0030153127163104,0.0047730276111831,6,P42356,PI4KA,Phosphatidylinositol 4-kinase alpha,PI4KA_HUMAN,72,2202.44909690713,23.0244909690713,Hek293_XO44,Hek293_control,"cytoplasm,cytosol,plasma membrane,focal adhesion,membrane,viral replication complex,Golgi-associated vesicle membrane,extracellular exosome","1-phosphatidylinositol 4-kinase activity,protein binding,ATP binding,kinase activity,cadherin binding,phosphatidylinositol kinase activity","phosphatidylinositol biosynthetic process,signal transduction,phosphorylation,actin cytoskeleton organization,viral RNA genome replication,multi-organism membrane organization,viral replication complex formation and maintenance,phosphatidylinositol phosphorylation,phosphatidylinositol-mediated signaling"
328,,Hek293_XO44 / Hek293_control,P67870,P67870,4.48047501633932,4.48047501633932,0.0101085799313099,0.0058446512006692,6,P67870,CSNK2B,Casein kinase II subunit beta,CSK2B_HUMAN,6,2132.32475201722,22.3232475201722,Hek293_XO44,Hek293_control,"chromatin,extracellular region,nucleus,nucleoplasm,cytoplasm,cytosol,cilium,protein kinase CK2 complex,nuclear matrix,secretory granule lumen,extracellular exosome,ficolin-1-rich granule lumen,plasma membrane,PcG protein complex","chromatin binding,protein serine/threonine kinase activity,receptor binding,protein binding,transcription factor binding,protein kinase regulator activity,protein domain specific binding,identical protein binding,ribonucleoprotein complex binding,metal ion binding","protein folding,phosphatidylcholine biosynthetic process,signal transduction,negative regulation of cell proliferation,positive regulation of pathway-restricted SMAD protein phosphorylation,Wnt signaling pathway,macroautophagy,peptidyl-threonine phosphorylation,positive regulation of activin receptor signaling pathway,adiponectin-activated signaling pathway,response to testosterone,cellular macromolecular complex assembly,neutrophil degranulation,negative regulation of blood vessel endothelial cell migration,regulation of protein kinase activity,regulation of DNA binding,endothelial tube morphogenesis,liver regeneration,regulation of signal transduction by p53 class mediator"
329,,Hek293_XO44 / Hek293_control,Q8TCG2,Q8TCG2,4.47735051625015,4.47735051625015,0.0165075626298113,0.0067581790993275,6,Q8TCG2,PI4K2B,Phosphatidylinositol 4-kinase type 2-beta,P4K2B_HUMAN,11,2127.49535201545,22.2749535201545,Hek293_XO44,Hek293_control,"endosome,trans-Golgi network,cytosol,plasma membrane,membrane,lysosomal membrane","1-phosphatidylinositol 4-kinase activity,ATP binding","phosphatidylinositol biosynthetic process,Golgi organization,endosome organization,phosphatidylinositol phosphorylation"
330,,Hek293_XO44 / Hek293_control,P52429,P52429,4.47359981418109,4.47359981418109,0.0042516108935152,0.0048000942400025,6,P52429,DGKE,Diacylglycerol kinase epsilon,DGKE_HUMAN,17,2121.71185626283,22.2171185626283,Hek293_XO44,Hek293_control,"nucleus,cytoplasm,cytosol,plasma membrane,membrane,integral component of membrane","NAD+ kinase activity,diacylglycerol kinase activity,ATP binding,kinase activity,metal ion binding","protein kinase C-activating G-protein coupled receptor signaling pathway,phospholipid biosynthetic process,platelet activation,intracellular signal transduction,lipid phosphorylation"
331,,Hek293_XO44 / Hek293_control,Q5SY16,Q5SY16,4.46240964362132,4.46240964362132,0.0159393826910688,0.0066842048336425,6,Q5SY16,NOL9,Polynucleotide 5'-hydroxyl-kinase NOL9,NOL9_HUMAN,19,2104.54595145107,22.0454595145107,Hek293_XO44,Hek293_control,"nucleoplasm,nucleolus,membrane,intermediate filament cytoskeleton,nucleus","RNA binding,protein binding,ATP binding,polynucleotide 5'-hydroxyl-kinase activity","cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),maturation of 5.8S rRNA,rRNA processing,phosphorylation,RNA processing"
332,,Hek293_XO44 / Hek293_control,Q8N5C8,Q8N5C8,4.42628057239037,4.42628057239037,0.0089873885114592,0.0056383662214203,6,Q8N5C8,TAB3,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,TAB3_HUMAN,3,2050.02357269919,21.5002357269919,Hek293_XO44,Hek293_control,"cytosol,plasma membrane,endosome membrane,extracellular exosome","protein binding,metal ion binding","activation of MAPK activity,stimulatory C-type lectin receptor signaling pathway,MyD88-dependent toll-like receptor signaling pathway,I-kappaB kinase/NF-kappaB signaling,JNK cascade,negative regulation of autophagy,Fc-epsilon receptor signaling pathway,positive regulation of NF-kappaB transcription factor activity,nucleotide-binding oligomerization domain containing signaling pathway,interleukin-1-mediated signaling pathway"
333,,Hek293_XO44 / Hek293_control,Q86XP1,Q86XP1,4.4203940496649,4.4203940496649,0.0058059030135843,0.0049621244285863,6,Q86XP1,DGKH,Diacylglycerol kinase eta,DGKH_HUMAN,12,2041.26886200946,21.4126886200946,Hek293_XO44,Hek293_control,"cytoplasm,endosome,plasma membrane","NAD+ kinase activity,diacylglycerol kinase activity,ATP binding,metal ion binding","protein kinase C-activating G-protein coupled receptor signaling pathway,phosphorylation,platelet activation,intracellular signal transduction,phosphatidic acid metabolic process,protein oligomerization"
334,,Hek293_XO44 / Hek293_control,Q9UBF8,Q9UBF8,4.35743645575933,4.35743645575933,0.0116057901556502,0.0061224069810248,6,Q9UBF8,PI4KB,Phosphatidylinositol 4-kinase beta,PI4KB_HUMAN,23,1949.83581722537,20.4983581722537,Hek293_XO44,Hek293_control,"Golgi membrane,cytoplasm,mitochondrial outer membrane,endosome,cytosol,membrane,rough endoplasmic reticulum membrane,perinuclear region of cytoplasm","1-phosphatidylinositol 4-kinase activity,protein binding,ATP binding,14-3-3 protein binding,phosphatidylinositol kinase activity","phosphatidylinositol biosynthetic process,receptor-mediated endocytosis,signal transduction,phosphatidylinositol phosphorylation,phosphatidylinositol-mediated signaling"
335,,Hek293_XO44 / Hek293_control,O00443,O00443,4.32078901053196,4.32078901053196,0.0001657316249412,0.001922860855806,6,O00443,PIK3C2A,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,P3C2A_HUMAN,64,1898.42151701135,19.9842151701135,Hek293_XO44,Hek293_control,"nucleus,cytoplasm,Golgi apparatus,cytosol,plasma membrane,phosphatidylinositol 3-kinase complex,membrane,clathrin-coated vesicle,vesicle,extracellular exosome","ATP binding,1-phosphatidylinositol-3-kinase activity,phosphatidylinositol 3-kinase activity,1-phosphatidylinositol-4-phosphate 3-kinase activity,phosphatidylinositol binding,phosphatidylinositol kinase activity","phosphatidylinositol biosynthetic process,exocytosis,endocytosis,epidermal growth factor receptor signaling pathway,insulin receptor signaling pathway,phosphatidylinositol 3-kinase signaling,vascular smooth muscle contraction,cell migration,phosphatidylinositol-3-phosphate biosynthetic process,phosphatidylinositol phosphorylation,platelet-derived growth factor receptor signaling pathway,clathrin coat assembly,membrane organization,positive regulation of cell migration involved in sprouting angiogenesis,phosphatidylinositol-mediated signaling"
336,,Hek293_XO44 / Hek293_control,Q93100,Q93100,4.29640240475458,4.29640240475458,0.0122026010874247,0.0062177029574551,6,Q93100,PHKB,Phosphorylase b kinase regulatory subunit beta,KPBB_HUMAN,20,1864.92508598253,19.6492508598253,Hek293_XO44,Hek293_control,"cytosol,plasma membrane,phosphorylase kinase complex","protein binding,calmodulin binding,phosphorylase kinase activity","glycogen metabolic process,glycogen catabolic process,generation of precursor metabolites and energy,protein phosphorylation"
337,,Hek293_XO44 / Hek293_control,P54619,P54619,4.26668397843874,4.26668397843874,0.0025429670871255,0.0047730276111831,6,P54619,PRKAG1,5'-AMP-activated protein kinase subunit gamma-1,AAKG1_HUMAN,14,1824.86315519228,19.2486315519228,Hek293_XO44,Hek293_control,"nucleoplasm,cytosol,membrane,nucleotide-activated protein kinase complex,extracellular exosome","protein kinase activity,cAMP-dependent protein kinase activity,protein binding,ATP binding,cAMP-dependent protein kinase regulator activity,AMP binding,protein kinase binding,ADP binding,AMP-activated protein kinase activity","regulation of glycolytic process,protein phosphorylation,fatty acid biosynthetic process,cell cycle arrest,signal transduction,spermatogenesis,positive regulation of gene expression,macroautophagy,regulation of macroautophagy,positive regulation of protein kinase activity,nuclear import,regulation of signal transduction by p53 class mediator"
