Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,GO Cellular Component,GO Molecular Function,GO Biological Process,Kinase Classification
XO44 / control,Q13188,Q13188,7.99137830988305,7.99137830988305,3.19400678876537E-05,1.40337662162266E-06,12,Q13188,STK3,Serine/threonine-protein kinase 3,STK3_HUMAN,18,25347.4680620063,254.474680620063,XO44,"nucleus,cytoplasm,cytosol","magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,identical protein binding,protein serine/threonine kinase activator activity,protein dimerization activity,MAP kinase kinase kinase activity","neural tube formation,endocardium development,protein phosphorylation,apoptotic process,signal transduction,regulation of mitotic cell cycle,central nervous system development,negative regulation of cell proliferation,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade,positive regulation of protein binding,hippo signaling,intracellular signal transduction,regulation of apoptotic process,positive regulation of apoptotic process,positive regulation of fat cell differentiation,positive regulation of JNK cascade,negative regulation of organ growth,protein stabilization,positive regulation of sequence-specific DNA binding transcription factor activity,positive regulation of protein kinase B signaling,primitive hemopoiesis,cell differentiation involved in embryonic placenta development,regulation of cell differentiation involved in embryonic placenta development,positive regulation of protein serine/threonine kinase activity,negative regulation of canonical Wnt signaling pathway,hepatocyte apoptotic process,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,G2 DNA damage checkpoint,activation of MAPKK activity,activation of protein kinase activity",STE
XO44 / control,Q9UL54,Q9UL54,5.37008676390785,5.37008676390785,0.000165326630678973,5.42052011512905E-06,12,Q9UL54,TAOK2,Serine/threonine-protein kinase TAO2,TAOK2_HUMAN,28,4035.77777689027,41.3577777689027,XO44,"nucleus,nucleolus,cytosol,integral component of membrane,axon,cytoplasmic vesicle membrane,cytoplasmic vesicle,neuron projection,receptor complex,dendritic growth cone,axonal growth cone,actin cytoskeleton,cytoplasm","protein serine/threonine kinase activity,MAP kinase kinase kinase activity,ATP binding,mitogen-activated protein kinase kinase binding,neuropilin binding","activation of MAPKK activity,activation of MAPK activity,regulation of cell growth,protein targeting to membrane,apoptotic process,cellular response to DNA damage stimulus,mitotic G2 DNA damage checkpoint,regulation of mitotic cell cycle,nervous system development,axonogenesis,regulation of cell shape,cell migration,actin cytoskeleton organization,positive regulation of protein autophosphorylation,activation of protein kinase activity,positive regulation of stress-activated MAPK cascade,regulation of actin cytoskeleton organization,regulation of apoptotic process,positive regulation of JNK cascade,protein autophosphorylation,focal adhesion assembly,stress-activated MAPK cascade,Requires Ontology,stress-activated protein kinase signaling cascade,signal transduction by protein phosphorylation,G2 DNA damage checkpoint",STE
XO44 / control,O00506,O00506,6.89596156860463,6.89596156860463,7.24621178850367E-05,2.68707640454881E-06,12,O00506,STK25,Serine/threonine-protein kinase 25,STK25_HUMAN,8,11809.4383634493,119.094383634493,XO44,"Golgi membrane,cytoplasm,extracellular exosome,Golgi apparatus","protein kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity,protein homodimerization activity,metal ion binding,protein serine/threonine kinase activity","MAPK cascade,activation of MAPKKK activity,protein phosphorylation,response to oxidative stress,establishment or maintenance of cell polarity,signal transduction,regulation of mitotic cell cycle,positive regulation of stress-activated MAPK cascade,intrinsic apoptotic signaling pathway in response to hydrogen peroxide,response to hydrogen peroxide,regulation of apoptotic process,protein autophosphorylation,neuron projection morphogenesis,positive regulation of axonogenesis,Golgi localization,establishment of Golgi localization,Golgi reassembly,stress-activated protein kinase signaling cascade,signal transduction by protein phosphorylation,activation of protein kinase activity",STE
XO44 / control,Q7RTN6,Q7RTN6,7.0201232121414,7.0201232121414,9.19632594934594E-06,6.07514224297913E-07,12,Q7RTN6,STRADA,STE20-related kinase adapter protein alpha,STRAA_HUMAN,15,12879.7898218737,129.797898218737,XO44,"nucleus,nucleoplasm,cytoplasm,cytosol","protein binding,ATP binding,kinase binding,protein kinase activator activity,protein serine/threonine kinase activator activity,protein kinase activity,protein serine/threonine kinase activity","protein export from nucleus,cell cycle arrest,regulation of mitotic cell cycle,stress-activated protein kinase signaling cascade,activation of protein kinase activity,regulation of apoptotic process,positive regulation of protein serine/threonine kinase activity,protein phosphorylation,signal transduction by protein phosphorylation",STE
XO44 / control,Q7L7X3,Q7L7X3,7.16350807186356,7.16350807186356,9.51570502556485E-06,6.2089746549284E-07,12,Q7L7X3,TAOK1,Serine/threonine-protein kinase TAO1,TAOK1_HUMAN,30,14236.0928073211,143.360928073211,XO44,"cytoplasm,cytosol,extracellular exosome,nucleus","protein kinase activity,protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein binding,ATP binding,kinase activity,transferase activity,protein serine/threonine kinase activator activity","activation of MAPKK activity,activation of MAPK activity,DNA repair,protein phosphorylation,cellular response to DNA damage stimulus,sister chromatid cohesion,mitotic G2 DNA damage checkpoint,activation of JUN kinase activity,regulation of mitotic cell cycle,nervous system development,positive regulation of stress-activated MAPK cascade,regulation of actin cytoskeleton organization,regulation of apoptotic process,positive regulation of JNK cascade,protein autophosphorylation,regulation of cytoskeleton organization,regulation of microtubule cytoskeleton organization,execution phase of apoptosis,activation of protein kinase activity,G2 DNA damage checkpoint,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade",STE
XO44 / control,Q9UKE5,Q9UKE5,7.78525439402312,7.78525439402312,1.44869373832079E-05,8.1198145278404E-07,12,Q9UKE5,TNIK,TRAF2 and NCK-interacting protein kinase,TNIK_HUMAN,22,21959.471147392,220.59471147392,XO44,"nucleus,nucleoplasm,cytoplasm,cytosol,cytoskeleton,apical plasma membrane,recycling endosome,extracellular exosome","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity","activation of MAPKKK activity,positive regulation of protein phosphorylation,protein phosphorylation,cytoskeleton organization,activation of JNKK activity,regulation of mitotic cell cycle,Wnt signaling pathway,microvillus assembly,actin cytoskeleton reorganization,intracellular signal transduction,regulation of apoptotic process,protein autophosphorylation,regulation of dendrite morphogenesis,protein localization to plasma membrane,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,neuron projection morphogenesis,MAPK cascade",STE
XO44 / control,Q9H2K8,Q9H2K8,7.30073470717704,7.30073470717704,3.6131265055948E-05,1.54253225303936E-06,12,Q9H2K8,TAOK3,Serine/threonine-protein kinase TAO3,TAOK3_HUMAN,20,15666.6757872458,157.666757872458,XO44,"cytoplasm,plasma membrane,nucleus","protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein kinase inhibitor activity,protein binding,ATP binding,transferase activity","MAPK cascade,activation of MAPKK activity,DNA repair,protein phosphorylation,negative regulation of protein kinase activity,cellular response to DNA damage stimulus,mitotic G2 DNA damage checkpoint,nervous system development,positive regulation of stress-activated MAPK cascade,regulation of apoptotic process,positive regulation of JUN kinase activity,negative regulation of JNK cascade,positive regulation of JNK cascade,protein autophosphorylation,G2 DNA damage checkpoint,execution phase of apoptosis,signal transduction by protein phosphorylation,regulation of mitotic cell cycle,stress-activated protein kinase signaling cascade,activation of protein kinase activity",STE
XO44 / control,O96013,O96013,8.31212881584467,8.31212881584467,3.16139362929151E-06,3.00835534352342E-07,12,O96013,PAK4,Serine/threonine-protein kinase PAK 4,PAK4_HUMAN,27,31683.3815417403,317.833815417403,XO44,"Golgi apparatus,cell-cell adherens junction,focal adhesion,cytoplasm","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,Rac GTPase binding,cadherin binding involved in cell-cell adhesion","apoptotic process,cytoskeleton organization,cell cycle,signal transduction,Rho protein signal transduction,regulation of mitotic cell cycle,cell proliferation,cell growth,cell migration,signal transduction by protein phosphorylation,actin cytoskeleton organization,stress-activated protein kinase signaling cascade,activation of protein kinase activity,regulation of apoptotic process,regulation of MAPK cascade,positive regulation of angiogenesis,dendritic spine development,cellular response to organic cyclic compound,cell-cell adhesion,negative regulation of endothelial cell apoptotic process,cytokinesis",STE
XO44 / control,Q6ZN16,Q6ZN16,7.59557571046158,7.59557571046158,2.51169441205225E-05,1.1793150041047E-06,12,Q6ZN16,MAP3K15,Mitogen-activated protein kinase kinase kinase 15,M3K15_HUMAN,13,19241.7659273801,193.417659273801,XO44,intracellular,"MAP kinase kinase kinase activity,ATP binding,metal ion binding,protein kinase activity","MAPK cascade,activation of MAPKK activity,cellular response to stress",STE
XO44 / control,P46734,P46734,9.6481315501192,9.6481315501192,0.000687633092283096,1.9646659779517E-05,12,P46734,MAP2K3,Dual specificity mitogen-activated protein kinase kinase 3,MP2K3_HUMAN,12,80137.4279471296,802.374279471296,XO44,"nucleoplasm,cytoplasm,cytosol,membrane","protein serine/threonine kinase activity,MAP kinase kinase activity,protein tyrosine kinase activity,protein binding,ATP binding,protein kinase binding","activation of MAPK activity,inflammatory response,signal transduction,regulation of mitotic cell cycle,peptidyl-tyrosine phosphorylation,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,proteolysis in other organism,cellular response to vascular endothelial growth factor stimulus,p38MAPK cascade,regulation of cytokine biosynthetic process,regulation of apoptotic process,positive regulation of blood vessel endothelial cell migration,positive regulation of protein kinase activity,positive regulation of transcription, DNA-templated,cardiac muscle contraction",STE
XO44 / control,Q9UEW8,Q9UEW8,8.17963471651179,8.17963471651179,1.25881802922357E-06,1.43993931601102E-07,12,Q9UEW8,STK39,STE20/SPS1-related proline-alanine-rich protein kinase,STK39_HUMAN,14,28894.4852690321,289.944852690321,XO44,"nucleoplasm,cytoplasm,cytosol,cytoskeleton,basolateral plasma membrane,apical plasma membrane,extrinsic component of membrane,intracellular membrane-bounded organelle","protein serine/threonine kinase activity,protein binding,ATP binding,kinase activity,protein kinase binding","activation of MAPK activity,negative regulation of protein phosphorylation,protein phosphorylation,regulation of mitotic cell cycle,regulation of blood pressure,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,signal transduction by protein phosphorylation,signal transduction by trans-phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,positive regulation of ion transmembrane transporter activity,intracellular signal transduction,maintenance of lens transparency,regulation of apoptotic process,positive regulation of potassium ion transport,protein autophosphorylation,regulation of inflammatory response,cellular hypotonic response,negative regulation of pancreatic juice secretion,negative regulation of potassium ion transmembrane transporter activity,negative regulation of potassium ion transmembrane transport,negative regulation of creatine transmembrane transporter activity,regulation of ion homeostasis,negative regulation of sodium ion transmembrane transporter activity",STE
