HGNC ,Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
,,HeLa_XO44 / Hek293_XO44,O75030,O75030,1.995124899755043,1.995124899755043,0.0139769808178094,0.0064414564872454,6,O75030,MITF,Microphthalmia-associated transcription factor,MITF_HUMAN,5,298.6506163810427,3.9865061638104273,HeLa_XO44,Hek293_XO44,"nucleus,nucleoplasm,macromolecular complex,cytoplasm","RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II transcription factor activity, sequence-specific DNA binding,transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding,chromatin binding,transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding,protein binding,protein dimerization activity,E-box binding","negative regulation of transcription from RNA polymerase II promoter,regulation of transcription, DNA-templated,transcription from RNA polymerase II promoter,positive regulation of gene expression,protein sumoylation,osteoclast differentiation,melanocyte differentiation,regulation of cell proliferation,camera-type eye development,canonical Wnt signaling pathway involved in negative regulation of apoptotic process,cell fate commitment,regulation of osteoclast differentiation,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,bone remodeling,macromolecular complex assembly,positive regulation of DNA-templated transcription, initiation,regulation of RNA biosynthetic process"
,,HeLa_XO44 / Hek293_XO44,Q16649,Q16649,1.9934280370395403,1.9934280370395403,0.0133403593158242,0.0063522466974746,6,Q16649,NFIL3,Nuclear factor interleukin-3-regulated protein,NFIL3_HUMAN,7,298.182008886695,3.9818200888669497,HeLa_XO44,Hek293_XO44,nucleus,"RNA polymerase II regulatory region sequence-specific DNA binding,RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II transcription factor activity, sequence-specific DNA binding,transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding,DNA binding,transcription factor activity, sequence-specific DNA binding,transcription corepressor activity,protein binding,identical protein binding","negative regulation of transcription from RNA polymerase II promoter,transcription from RNA polymerase II promoter,immune response,circadian rhythm,positive regulation of gene expression,cellular response to interleukin-4,regulation of transcription, DNA-templated"
,,HeLa_XO44 / Hek293_XO44,O60427,O60427,1.99057419010191,1.99057419010191,0.0264689267663968,0.0084126939911939,6,O60427,FADS1,Acyl-CoA (8-3)-desaturase,FADS1_HUMAN,13,297.39512927088265,3.9739512927088265,HeLa_XO44,Hek293_XO44,"mitochondrion,endoplasmic reticulum membrane,membrane,integral component of membrane,intracellular membrane-bounded organelle","C-5 sterol desaturase activity,oxidoreductase activity,omega-6 fatty acid desaturase activity","regulation of transcription, DNA-templated,unsaturated fatty acid biosynthetic process,cell-cell signaling,phospholipid biosynthetic process,cellular response to starvation,regulation of lipid metabolic process,alpha-linolenic acid metabolic process,linoleic acid metabolic process,regulation of cell differentiation,icosanoid biosynthetic process,oxidation-reduction process"
TNK1,TK,HeLa_XO44 / Hek293_XO44,Q13470,Q13470,1.9867157306513412,1.9867157306513412,0.023213749760896,0.007827157425106,6,Q13470,TNK1,Non-receptor tyrosine-protein kinase TNK1,TNK1_HUMAN,16,296.33372381717254,3.9633372381717256,HeLa_XO44,Hek293_XO44,"cytoplasm,cytosol,membrane,extrinsic component of cytoplasmic side of plasma membrane","protein tyrosine kinase activity,non-membrane spanning protein tyrosine kinase activity,signal transducer activity,receptor binding,protein binding,ATP binding","protein phosphorylation,transmembrane receptor protein tyrosine kinase signaling pathway,cell migration,cell differentiation,negative regulation of cell growth,peptidyl-tyrosine autophosphorylation,regulation of cell proliferation,innate immune response,negative regulation of Ras protein signal transduction,protein autophosphorylation"
,,HeLa_XO44 / Hek293_XO44,Q15035,Q15035,1.9816611494329,1.9816611494329,0.0152808196185875,0.0066012429728714,6,Q15035,TRAM2,Translocating chain-associated membrane protein 2,TRAM2_HUMAN,3,294.9475710382146,3.949475710382146,HeLa_XO44,Hek293_XO44,"integral component of membrane,rough endoplasmic reticulum",protein binding,"protein transport,collagen biosynthetic process,protein insertion into ER membrane"
,,HeLa_XO44 / Hek293_XO44,Q9UH65,Q9UH65,1.964386600959612,1.964386600959612,0.0209952105857275,0.007443608407818,6,Q9UH65,SWAP70,Switch-associated protein 70,SWP70_HUMAN,26,290.2467455539158,3.902467455539158,HeLa_XO44,Hek293_XO44,"nucleus,cytoplasm,cytoskeleton,plasma membrane,lamellipodium","DNA binding,calcium ion binding,protein binding,ATP binding,cadherin binding","positive regulation of cytosolic calcium ion concentration,negative regulation of actin filament depolymerization,positive regulation of actin filament bundle assembly,regulation of protein localization,negative regulation of cell-cell adhesion mediated by integrin,isotype switching,actin filament bundle assembly,positive regulation of mast cell chemotaxis,negative regulation of peptidyl-serine dephosphorylation"
,,HeLa_XO44 / Hek293_XO44,Q3MIP1,Q3MIP1,1.9586955970874365,1.9586955970874365,0.0207696981024644,0.0074056853817121,6,Q3MIP1,ITPRIPL2,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 2",IPIL2_HUMAN,5,288.7103701980948,3.887103701980948,HeLa_XO44,Hek293_XO44,integral component of membrane,,
,,HeLa_XO44 / Hek293_XO44,Q92466,Q92466,1.9549885604449435,1.9549885604449435,0.0338630439136142,0.0098923043869949,6,Q92466,DDB2,DNA damage-binding protein 2,DDB2_HUMAN,12,287.7128524721254,3.877128524721254,HeLa_XO44,Hek293_XO44,"nucleoplasm,cell junction,Cul4B-RING E3 ubiquitin ligase complex,macromolecular complex,Cul4-RING E3 ubiquitin ligase complex","DNA binding,protein binding,macromolecular complex binding,damaged DNA binding,ubiquitin-protein transferase activity","protein polyubiquitination,nucleotide-excision repair, DNA damage recognition,nucleotide-excision repair, DNA duplex unwinding,DNA repair,nucleotide-excision repair,pyrimidine dimer repair,nucleotide-excision repair, preincision complex stabilization,nucleotide-excision repair, preincision complex assembly,nucleotide-excision repair, DNA incision, 3'-to lesion,nucleotide-excision repair, DNA incision, 5'-to lesion,response to UV,protein deubiquitination,nucleotide-excision repair, DNA incision,histone H2A monoubiquitination,post-translational protein modification,protein autoubiquitination,global genome nucleotide-excision repair,UV-damage excision repair"
,,HeLa_XO44 / Hek293_XO44,Cont_P17697,Cont_P17697,1.9545208008595107,1.9545208008595107,0.0177633633721915,0.0069311688705141,6,Cont_P17697,CLU,Clusterin,CLUS_BOVIN,5,287.58716616911244,3.8758716616911246,HeLa_XO44,Hek293_XO44,,,
,,HeLa_XO44 / Hek293_XO44,Q86UR5,Q86UR5,1.9469860099601064,1.9469860099601064,0.0100450843765899,0.0058336550054878,6,Q86UR5,RIMS1,Regulating synaptic membrane exocytosis protein 1,RIMS1_HUMAN,8,285.5681841630253,3.855681841630253,HeLa_XO44,Hek293_XO44,"cytosol,plasma membrane,cell junction,presynaptic membrane,presynaptic active zone,synapse,cytoskeleton of presynaptic active zone,presynaptic active zone cytoplasmic component","RNA binding,protein binding,Rab GTPase binding,GTPase regulator activity,ion channel binding,metal ion binding","intracellular protein transport,neurotransmitter secretion,visual perception,positive regulation of gene expression,glutamate secretion,synaptic vesicle exocytosis,calcium ion regulated exocytosis,regulation of membrane potential,regulated exocytosis,secretion,regulation of neurotransmitter secretion,calcium ion-regulated exocytosis of neurotransmitter,regulation of catalytic activity,response to stimulus,membrane fusion,macromolecular complex assembly,positive regulation of inhibitory postsynaptic potential,positive regulation of dendrite extension,regulation of synaptic vesicle exocytosis,positive regulation of excitatory postsynaptic potential,positive regulation of synaptic transmission,regulation of synaptic plasticity"
,,HeLa_XO44 / Hek293_XO44,Q969X5,Q969X5,1.9365217745365169,1.9365217745365169,0.0179326490786681,0.0069598149136868,6,Q969X5,ERGIC1,Endoplasmic reticulum-Golgi intermediate compartment protein 1,ERGI1_HUMAN,9,282.78167753361635,3.827816775336164,HeLa_XO44,Hek293_XO44,"Golgi membrane,nucleoplasm,endoplasmic reticulum membrane,endoplasmic reticulum-Golgi intermediate compartment,membrane,integral component of membrane,endoplasmic reticulum-Golgi intermediate compartment membrane,intracellular membrane-bounded organelle",protein binding,ER to Golgi vesicle-mediated transport
,,HeLa_XO44 / Hek293_XO44,Q9P0W2,Q9P0W2,1.918477089925198,1.918477089925198,0.0001062905127791,0.0015475146161434,6,Q9P0W2,HMG20B,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related,HM20B_HUMAN,6,278.02380576037376,3.7802380576037375,HeLa_XO44,Hek293_XO44,"nucleoplasm,chromosome,nuclear body,nucleus","DNA binding,histone deacetylase activity,protein binding,protein heterodimerization activity,chromatin binding","transcription, DNA-templated,regulation of transcription, DNA-templated,cell cycle,blood coagulation,histone deacetylation,negative regulation of protein sumoylation,skeletal muscle cell differentiation,positive regulation of neuron differentiation,chromatin remodeling"
,,HeLa_XO44 / Hek293_XO44,P16070,P16070,1.914277836818452,1.914277836818452,0.024561052793835,0.0080525795249934,6,P16070,CD44,CD44 antigen,CD44_HUMAN,4,276.9250914880801,3.769250914880801,HeLa_XO44,Hek293_XO44,"Golgi apparatus,cytosol,plasma membrane,integral component of plasma membrane,microvillus,focal adhesion,cell surface,apical plasma membrane,secretory granule membrane,lamellipodium membrane,macrophage migration inhibitory factor receptor complex,cell projection,extracellular exosome","protein binding,collagen binding,hyaluronic acid binding,cytokine receptor activity","cell-matrix adhesion,extracellular matrix disassembly,extracellular matrix organization,hyaluronan catabolic process,positive regulation of peptidyl-serine phosphorylation,positive regulation of heterotypic cell-cell adhesion,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,neutrophil degranulation,negative regulation of DNA damage response, signal transduction by p53 class mediator,wound healing, spreading of cells,cellular response to fibroblast growth factor stimulus,positive regulation of peptidyl-tyrosine phosphorylation,leukocyte migration,cartilage development,interferon-gamma-mediated signaling pathway,positive regulation of ERK1 and ERK2 cascade,monocyte aggregation,cell-cell adhesion,positive regulation of monocyte aggregation,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,regulation of lamellipodium morphogenesis"
,,HeLa_XO44 / Hek293_XO44,Q9NQW6,Q9NQW6,1.9110736939105577,1.9110736939105577,0.0049270292405999,0.004849565541364,6,Q9NQW6,ANLN,Anillin,ANLN_HUMAN,39,276.08889140674233,3.760888914067423,HeLa_XO44,Hek293_XO44,"nucleoplasm,actomyosin contractile ring,actin cytoskeleton,midbody,bleb,cell cortex region","actin binding,cadherin binding,GTP-Rho binding","mitotic cytokinesis,septin ring assembly,hematopoietic progenitor cell differentiation,regulation of exit from mitosis,glomerular visceral epithelial cell migration,positive regulation of bleb assembly,actomyosin contractile ring assembly,protein localization to actomyosin contractile ring involved in mitotic cytokinesis,cortical cytoskeleton organization,septin ring organization"
,,HeLa_XO44 / Hek293_XO44,Cont_Q28085,Cont_Q28085,1.909505427603275,1.909505427603275,0.0133656160270235,0.006359285624249,6,Cont_Q28085,CFH,Complement factor H,CFAH_BOVIN,7,275.68029009853143,3.7568029009853134,HeLa_XO44,Hek293_XO44,,,
,,HeLa_XO44 / Hek293_XO44,Q96P48,Q96P48,1.9070603132617123,1.9070603132617123,0.0332314973855826,0.0097636365988214,6,Q96P48,ARAP1,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",ARAP1_HUMAN,37,275.0441173372167,3.750441173372167,HeLa_XO44,Hek293_XO44,"nucleoplasm,Golgi apparatus,trans-Golgi network,cytosol,plasma membrane,cytoplasmic vesicle,Golgi cisterna membrane,intracellular membrane-bounded organelle,cytoplasm,membrane","GTPase activator activity,protein binding,phosphatidylinositol-3,4,5-trisphosphate binding,type 1 angiotensin receptor binding,metal ion binding,small GTPase binding","positive regulation of receptor recycling,signal transduction,regulation of cell shape,actin filament reorganization involved in cell cycle,positive regulation of GTPase activity,positive regulation of epidermal growth factor receptor signaling pathway,regulation of small GTPase mediated signal transduction,regulation of cellular component movement,positive regulation of filopodium assembly,negative regulation of stress fiber assembly,regulation of Rho protein signal transduction,regulation of ARF protein signal transduction,vesicle-mediated transport"
,,HeLa_XO44 / Hek293_XO44,Q9Y2D5,Q9Y2D5,1.9065493889596925,1.9065493889596925,0.0156703241369456,0.0066406846259604,6,Q9Y2D5,PALM2AKAP2,PALM2-AKAP2 fusion protein,PLAK2_HUMAN,31,274.9113205770568,3.749113205770568,HeLa_XO44,Hek293_XO44,,protein kinase A binding,"actin filament organization,signaling,transmembrane receptor protein serine/threonine kinase signaling pathway"
,,HeLa_XO44 / Hek293_XO44,P08962,P08962,1.897490443315284,1.897490443315284,0.0262732480883558,0.0083751119476565,6,P08962,CD63,CD63 antigen,CD63_HUMAN,3,272.56455950562565,3.725645595056256,HeLa_XO44,Hek293_XO44,"extracellular space,lysosomal membrane,plasma membrane,integral component of plasma membrane,cell surface,endosome membrane,platelet dense granule membrane,intrinsic component of plasma membrane,late endosome membrane,endosome lumen,multivesicular body membrane,azurophil granule membrane,melanosome,extracellular exosome,multivesicular body, internal vesicle",protein binding,"positive regulation of receptor internalization,platelet degranulation,cell-matrix adhesion,protein transport,cell migration,cellular protein localization,endosome to melanosome transport,neutrophil degranulation,pigment granule maturation,regulation of vascular endothelial growth factor signaling pathway,regulation of potassium ion transmembrane transport,positive regulation of integrin-mediated signaling pathway,positive regulation of endocytosis,cell adhesion,cell surface receptor signaling pathway"
