Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Other,HeLa_XO44 / HeLa_control,P51955,P51955,4.67457513860108,4.67457513860108,0.0234196454847249,0.0078602199590984,6,P51955,NEK2,Serine/threonine-protein kinase Nek2,NEK2_HUMAN,15,2453.80265246607,25.5380265246607,HeLa_XO44,HeLa_control,"kinetochore,condensed chromosome kinetochore,condensed nuclear chromosome,spindle pole,nucleoplasm,nucleolus,centrosome,cytosol,microtubule,midbody,macromolecular complex,cytoplasm,nucleus","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,protein phosphatase binding,metal ion binding","mitotic sister chromatid segregation,G2/M transition of mitotic cell cycle,mitotic cell cycle,blastocyst development,protein phosphorylation,chromosome segregation,regulation of mitotic nuclear division,regulation of G2/M transition of mitotic cell cycle,positive regulation of telomere maintenance via telomerase,negative regulation of DNA binding,regulation of mitotic centrosome separation,protein autophosphorylation,spindle assembly,centrosome separation,cell division,meiotic cell cycle,positive regulation of telomerase activity,regulation of attachment of spindle microtubules to kinetochore,mitotic spindle assembly,ciliary basal body docking,negative regulation of centriole-centriole cohesion,positive regulation of telomere capping"
Other,HeLa_XO44 / HeLa_control,Q96PY6,Q96PY6,4.84887439522249,4.84887439522249,0.0204461121659765,0.0073458123112038,6,Q96PY6,NEK1,Serine/threonine-protein kinase Nek1,NEK1_HUMAN,37,2781.75223175701,28.8175223175701,HeLa_XO44,HeLa_control,"pericentriolar material,nucleus,cytoplasm,centrosome","protein kinase activity,protein serine/threonine kinase activity,protein tyrosine kinase activity,protein binding,ATP binding,kinase activity,metal ion binding,14-3-3 protein binding","protein phosphorylation,cell cycle,regulation of mitotic cell cycle,peptidyl-tyrosine phosphorylation,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,DNA damage response, detection of DNA damage,regulation of apoptotic process,cell division,cilium morphogenesis,cellular response to DNA damage stimulus"
Other,HeLa_XO44 / HeLa_control,Q9P2K8,Q9P2K8,5.76429589892174,5.76429589892174,0.0071537853212986,0.0052412160769669,6,Q9P2K8,EIF2AK4,eIF-2-alpha kinase GCN2,E2AK4_HUMAN,57,5335.33065743356,54.3533065743356,HeLa_XO44,HeLa_control,"polysome,cytosolic ribosome","tRNA binding,protein serine/threonine kinase activity,eukaryotic translation initiation factor 2alpha kinase activity,ATP binding","DNA damage checkpoint,positive regulation of defense response to virus by host,adaptive immune response,T cell activation involved in immune response,positive regulation of adaptive immune response,regulation of translational initiation,protein phosphorylation,cell cycle arrest,learning,long-term memory,regulation of translational initiation by eIF2 alpha phosphorylation,viral translation,negative regulation of translational initiation in response to stress,negative regulation of CREB transcription factor activity,cellular response to amino acid starvation,cellular response to UV,eiF2alpha phosphorylation in response to endoplasmic reticulum stress,induction by virus of host autophagy,negative regulation by host of viral genome replication,negative regulation of neuron differentiation,negative regulation of translational initiation,protein autophosphorylation,defense response to virus,regulation of feeding behavior,regulation of eIF2 alpha phosphorylation by amino acid starvation,cellular response to cold,positive regulation of translational initiation in response to starvation,positive regulation of long-term synaptic potentiation,neuron projection extension,cellular response to leucine starvation"
PKL,HeLa_XO44 / HeLa_control,O75063,O75063,3.78894211143915,3.78894211143915,0.0205199240970183,0.0073569471052708,6,O75063,FAM20B,Glycosaminoglycan xylosylkinase,XYLK_HUMAN,6,1282.24563571693,13.8224563571693,HeLa_XO44,HeLa_control,"Golgi membrane,extracellular space,nucleoplasm,Golgi apparatus,integral component of membrane","protein binding,ATP binding,kinase activity,phosphotransferase activity, alcohol group as acceptor,metal ion binding","phosphorylation,positive regulation of protein targeting to mitochondrion,protein phosphorylation,proteoglycan biosynthetic process"
STE,HeLa_XO44 / HeLa_control,Q9H2G2,Q9H2G2,4.94093233391604,4.94093233391604,0.0057044772245557,0.0049484839612695,6,Q9H2G2,SLK,STE20-like serine/threonine-protein kinase,SLK_HUMAN,62,2971.62956467032,30.7162956467032,HeLa_XO44,HeLa_control,"cytoplasm,cell leading edge,perinuclear region of cytoplasm,extracellular exosome","protein serine/threonine kinase activity,protein binding,ATP binding,identical protein binding,protein homodimerization activity,cadherin binding","apoptotic process,regulation of mitotic cell cycle,signal transduction by protein phosphorylation,regulation of cell migration,stress-activated protein kinase signaling cascade,cytoplasmic microtubule organization,activation of protein kinase activity,regulation of apoptotic process,protein autophosphorylation,regulation of focal adhesion assembly"
STE,HeLa_XO44 / HeLa_control,Q9UKE5,Q9UKE5,2.52573513240408,2.52573513240408,0.0237352959220702,0.0079120859202881,6,Q9UKE5,TNIK,TRAF2 and NCK-interacting protein kinase,TNIK_HUMAN,34,475.866793032987,5.75866793032987,HeLa_XO44,HeLa_control,"nucleus,nucleoplasm,cytoplasm,cytosol,cytoskeleton,apical plasma membrane,recycling endosome,extracellular exosome","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity","activation of MAPKKK activity,positive regulation of protein phosphorylation,protein phosphorylation,cytoskeleton organization,activation of JNKK activity,regulation of mitotic cell cycle,Wnt signaling pathway,microvillus assembly,actin cytoskeleton reorganization,intracellular signal transduction,regulation of apoptotic process,protein autophosphorylation,regulation of dendrite morphogenesis,protein localization to plasma membrane,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,neuron projection morphogenesis,MAPK cascade"
STE,HeLa_XO44 / HeLa_control,Q13043,Q13043,6.6074915589091,6.6074915589091,0.0094004046434544,0.0057063975344601,6,Q13043,STK4,Serine/threonine-protein kinase 4,STK4_HUMAN,27,9651.08978551957,97.5108978551957,HeLa_XO44,HeLa_control,"nucleus,nucleoplasm,cytoplasm,cytosol,nuclear body","magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,transcription factor binding,identical protein binding,protein homodimerization activity,protein serine/threonine kinase activator activity,protein dimerization activity,MAP kinase kinase kinase activity","cell morphogenesis,patterning of blood vessels,neural tube formation,positive regulation of protein phosphorylation,endocardium development,protein phosphorylation,apoptotic process,signal transduction,regulation of mitotic cell cycle,central nervous system development,negative regulation of cell proliferation,peptidyl-serine phosphorylation,signal transduction by protein phosphorylation,keratinocyte differentiation,stress-activated protein kinase signaling cascade,positive regulation of protein binding,positive regulation of peptidyl-serine phosphorylation,hippo signaling,intracellular signal transduction,positive regulation of apoptotic process,positive regulation of fat cell differentiation,negative regulation of organ growth,protein autophosphorylation,protein stabilization,primitive hemopoiesis,cell differentiation involved in embryonic placenta development,regulation of cell differentiation involved in embryonic placenta development,positive regulation of protein serine/threonine kinase activity,negative regulation of canonical Wnt signaling pathway,hepatocyte apoptotic process,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,positive regulation of vascular associated smooth muscle cell apoptotic process,G2 DNA damage checkpoint,activation of MAPKK activity,activation of protein kinase activity,regulation of apoptotic process"
STE,HeLa_XO44 / HeLa_control,O94804,O94804,5.71323460095508,5.71323460095508,0.0091216755083232,0.0056628931698149,6,O94804,STK10,Serine/threonine-protein kinase 10,STK10_HUMAN,35,5146.32253971734,52.4632253971734,HeLa_XO44,HeLa_control,"cytoplasm,plasma membrane,specific granule membrane,extracellular exosome","protein serine/threonine kinase activity,protein binding,ATP binding,identical protein binding,protein homodimerization activity","protein phosphorylation,cell cycle,regulation of mitotic cell cycle,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,regulation of apoptotic process,neutrophil degranulation,protein autophosphorylation,lymphocyte aggregation,regulation of lymphocyte migration"
STE,HeLa_XO44 / HeLa_control,Q7L7X3,Q7L7X3,4.46978078279719,4.46978078279719,0.017189705586365,0.0068465995598409,6,Q7L7X3,TAOK1,Serine/threonine-protein kinase TAO1,TAOK1_HUMAN,19,2115.83842722077,22.1583842722077,HeLa_XO44,HeLa_control,"cytoplasm,cytosol,extracellular exosome,nucleus","protein kinase activity,protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein binding,ATP binding,kinase activity,transferase activity,protein serine/threonine kinase activator activity","activation of MAPKK activity,activation of MAPK activity,DNA repair,protein phosphorylation,cellular response to DNA damage stimulus,sister chromatid cohesion,mitotic G2 DNA damage checkpoint,activation of JUN kinase activity,regulation of mitotic cell cycle,nervous system development,positive regulation of stress-activated MAPK cascade,regulation of actin cytoskeleton organization,regulation of apoptotic process,positive regulation of JNK cascade,protein autophosphorylation,regulation of cytoskeleton organization,regulation of microtubule cytoskeleton organization,execution phase of apoptosis,activation of protein kinase activity,G2 DNA damage checkpoint,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade"
STE,HeLa_XO44 / HeLa_control,Q9UL54,Q9UL54,2.91670689131935,2.91670689131935,0.0043229796468347,0.0048000942400025,6,Q9UL54,TAOK2,Serine/threonine-protein kinase TAO2,TAOK2_HUMAN,20,655.120503823161,7.55120503823161,HeLa_XO44,HeLa_control,"nucleus,nucleolus,cytosol,integral component of membrane,axon,cytoplasmic vesicle membrane,cytoplasmic vesicle,neuron projection,receptor complex,dendritic growth cone,axonal growth cone,actin cytoskeleton,cytoplasm","protein serine/threonine kinase activity,MAP kinase kinase kinase activity,ATP binding,mitogen-activated protein kinase kinase binding,neuropilin binding","activation of MAPKK activity,activation of MAPK activity,regulation of cell growth,protein targeting to membrane,apoptotic process,cellular response to DNA damage stimulus,mitotic G2 DNA damage checkpoint,regulation of mitotic cell cycle,nervous system development,axonogenesis,regulation of cell shape,cell migration,actin cytoskeleton organization,positive regulation of protein autophosphorylation,activation of protein kinase activity,positive regulation of stress-activated MAPK cascade,regulation of actin cytoskeleton organization,regulation of apoptotic process,positive regulation of JNK cascade,protein autophosphorylation,focal adhesion assembly,stress-activated MAPK cascade,Requires Ontology,stress-activated protein kinase signaling cascade,signal transduction by protein phosphorylation,G2 DNA damage checkpoint"
STE,HeLa_XO44 / HeLa_control,Q9H2K8,Q9H2K8,4.45140574638418,4.45140574638418,0.0269924799330285,0.0085169770801149,6,Q9H2K8,TAOK3,Serine/threonine-protein kinase TAO3,TAOK3_HUMAN,17,2087.79513638804,21.8779513638804,HeLa_XO44,HeLa_control,"cytoplasm,plasma membrane,nucleus","protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein kinase inhibitor activity,protein binding,ATP binding,transferase activity","MAPK cascade,activation of MAPKK activity,DNA repair,protein phosphorylation,negative regulation of protein kinase activity,cellular response to DNA damage stimulus,mitotic G2 DNA damage checkpoint,nervous system development,positive regulation of stress-activated MAPK cascade,regulation of apoptotic process,positive regulation of JUN kinase activity,negative regulation of JNK cascade,positive regulation of JNK cascade,protein autophosphorylation,G2 DNA damage checkpoint,execution phase of apoptosis,signal transduction by protein phosphorylation,regulation of mitotic cell cycle,stress-activated protein kinase signaling cascade,activation of protein kinase activity"
STE,HeLa_XO44 / HeLa_control,Q9Y6E0,Q9Y6E0,6.7524864824273,6.7524864824273,0.0131685822139865,0.0063359616687112,6,Q9Y6E0,STK24,Serine/threonine-protein kinase 24,STK24_HUMAN,26,10682.0409397641,107.820409397641,HeLa_XO44,HeLa_control,"nucleus,nucleoplasm,nucleolus,cytoplasm,Golgi apparatus,cytosol,membrane,extracellular exosome","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity,cadherin binding,metal ion binding","MAPK cascade,activation of MAPKKK activity,protein phosphorylation,signal transduction,regulation of mitotic cell cycle,intrinsic apoptotic signaling pathway in response to oxidative stress,cellular response to starvation,negative regulation of cell migration,stress-activated protein kinase signaling cascade,response to hydrogen peroxide,regulation of apoptotic process,protein autophosphorylation,regulation of axon regeneration,neuron projection morphogenesis,execution phase of apoptosis,signal transduction by protein phosphorylation,activation of protein kinase activity"
